crop_id,frame_id,video_id,crop_path
01c4417e03d470b4cafa58c32cfc5c78_c00017,01c4417e03d470b4cafa58c32cfc5c78_f00190,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00017.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00018,01c4417e03d470b4cafa58c32cfc5c78_f00200,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00018.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00020,01c4417e03d470b4cafa58c32cfc5c78_f00220,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00020.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00022,01c4417e03d470b4cafa58c32cfc5c78_f00240,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00022.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00026,01c4417e03d470b4cafa58c32cfc5c78_f00290,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00026.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00029,01c4417e03d470b4cafa58c32cfc5c78_f00320,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00029.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00030,01c4417e03d470b4cafa58c32cfc5c78_f00330,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00030.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00031,01c4417e03d470b4cafa58c32cfc5c78_f00340,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00031.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00032,01c4417e03d470b4cafa58c32cfc5c78_f00350,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00032.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00035,01c4417e03d470b4cafa58c32cfc5c78_f00390,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00035.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00036,01c4417e03d470b4cafa58c32cfc5c78_f00400,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00036.jpg
01c4417e03d470b4cafa58c32cfc5c78_c00037,01c4417e03d470b4cafa58c32cfc5c78_f00410,01c4417e03d470b4cafa58c32cfc5c78,/Users/vaishak/Documents/BirdRe-Id/data/crops/01c4417e03d470b4cafa58c32cfc5c78/crop_00037.jpg
01e99f654ef2386c68e052fe15694896_c00038,01e99f654ef2386c68e052fe15694896_f00040,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00038.jpg
01e99f654ef2386c68e052fe15694896_c00039,01e99f654ef2386c68e052fe15694896_f00050,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00039.jpg
01e99f654ef2386c68e052fe15694896_c00040,01e99f654ef2386c68e052fe15694896_f00060,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00040.jpg
01e99f654ef2386c68e052fe15694896_c00041,01e99f654ef2386c68e052fe15694896_f00070,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00041.jpg
01e99f654ef2386c68e052fe15694896_c00042,01e99f654ef2386c68e052fe15694896_f00080,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00042.jpg
01e99f654ef2386c68e052fe15694896_c00043,01e99f654ef2386c68e052fe15694896_f00090,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00043.jpg
01e99f654ef2386c68e052fe15694896_c00044,01e99f654ef2386c68e052fe15694896_f00100,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00044.jpg
01e99f654ef2386c68e052fe15694896_c00045,01e99f654ef2386c68e052fe15694896_f00110,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00045.jpg
01e99f654ef2386c68e052fe15694896_c00046,01e99f654ef2386c68e052fe15694896_f00120,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00046.jpg
01e99f654ef2386c68e052fe15694896_c00047,01e99f654ef2386c68e052fe15694896_f00130,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00047.jpg
01e99f654ef2386c68e052fe15694896_c00048,01e99f654ef2386c68e052fe15694896_f00140,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00048.jpg
01e99f654ef2386c68e052fe15694896_c00049,01e99f654ef2386c68e052fe15694896_f00150,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00049.jpg
01e99f654ef2386c68e052fe15694896_c00051,01e99f654ef2386c68e052fe15694896_f00170,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00051.jpg
01e99f654ef2386c68e052fe15694896_c00052,01e99f654ef2386c68e052fe15694896_f00180,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00052.jpg
01e99f654ef2386c68e052fe15694896_c00053,01e99f654ef2386c68e052fe15694896_f00190,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00053.jpg
01e99f654ef2386c68e052fe15694896_c00054,01e99f654ef2386c68e052fe15694896_f00200,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00054.jpg
01e99f654ef2386c68e052fe15694896_c00055,01e99f654ef2386c68e052fe15694896_f00210,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00055.jpg
01e99f654ef2386c68e052fe15694896_c00056,01e99f654ef2386c68e052fe15694896_f00220,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00056.jpg
01e99f654ef2386c68e052fe15694896_c00057,01e99f654ef2386c68e052fe15694896_f00230,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00057.jpg
01e99f654ef2386c68e052fe15694896_c00058,01e99f654ef2386c68e052fe15694896_f00240,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00058.jpg
01e99f654ef2386c68e052fe15694896_c00060,01e99f654ef2386c68e052fe15694896_f00260,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00060.jpg
01e99f654ef2386c68e052fe15694896_c00061,01e99f654ef2386c68e052fe15694896_f00280,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00061.jpg
01e99f654ef2386c68e052fe15694896_c00062,01e99f654ef2386c68e052fe15694896_f00290,01e99f654ef2386c68e052fe15694896,/Users/vaishak/Documents/BirdRe-Id/data/crops/01e99f654ef2386c68e052fe15694896/crop_00062.jpg
01f2b7643af1625ee178aa1643cd0494_c00063,01f2b7643af1625ee178aa1643cd0494_f00000,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00063.jpg
01f2b7643af1625ee178aa1643cd0494_c00064,01f2b7643af1625ee178aa1643cd0494_f00010,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00064.jpg
01f2b7643af1625ee178aa1643cd0494_c00065,01f2b7643af1625ee178aa1643cd0494_f00020,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00065.jpg
01f2b7643af1625ee178aa1643cd0494_c00066,01f2b7643af1625ee178aa1643cd0494_f00030,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00066.jpg
01f2b7643af1625ee178aa1643cd0494_c00067,01f2b7643af1625ee178aa1643cd0494_f00040,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00067.jpg
01f2b7643af1625ee178aa1643cd0494_c00068,01f2b7643af1625ee178aa1643cd0494_f00050,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00068.jpg
01f2b7643af1625ee178aa1643cd0494_c00069,01f2b7643af1625ee178aa1643cd0494_f00060,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00069.jpg
01f2b7643af1625ee178aa1643cd0494_c00070,01f2b7643af1625ee178aa1643cd0494_f00070,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00070.jpg
01f2b7643af1625ee178aa1643cd0494_c00071,01f2b7643af1625ee178aa1643cd0494_f00080,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00071.jpg
01f2b7643af1625ee178aa1643cd0494_c00072,01f2b7643af1625ee178aa1643cd0494_f00090,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00072.jpg
01f2b7643af1625ee178aa1643cd0494_c00073,01f2b7643af1625ee178aa1643cd0494_f00100,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00073.jpg
01f2b7643af1625ee178aa1643cd0494_c00074,01f2b7643af1625ee178aa1643cd0494_f00110,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00074.jpg
01f2b7643af1625ee178aa1643cd0494_c00075,01f2b7643af1625ee178aa1643cd0494_f00130,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00075.jpg
01f2b7643af1625ee178aa1643cd0494_c00076,01f2b7643af1625ee178aa1643cd0494_f00140,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00076.jpg
01f2b7643af1625ee178aa1643cd0494_c00077,01f2b7643af1625ee178aa1643cd0494_f00150,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00077.jpg
01f2b7643af1625ee178aa1643cd0494_c00078,01f2b7643af1625ee178aa1643cd0494_f00160,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00078.jpg
01f2b7643af1625ee178aa1643cd0494_c00079,01f2b7643af1625ee178aa1643cd0494_f00170,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00079.jpg
01f2b7643af1625ee178aa1643cd0494_c00080,01f2b7643af1625ee178aa1643cd0494_f00180,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00080.jpg
01f2b7643af1625ee178aa1643cd0494_c00081,01f2b7643af1625ee178aa1643cd0494_f00190,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00081.jpg
01f2b7643af1625ee178aa1643cd0494_c00082,01f2b7643af1625ee178aa1643cd0494_f00200,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00082.jpg
01f2b7643af1625ee178aa1643cd0494_c00083,01f2b7643af1625ee178aa1643cd0494_f00210,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00083.jpg
01f2b7643af1625ee178aa1643cd0494_c00084,01f2b7643af1625ee178aa1643cd0494_f00220,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00084.jpg
01f2b7643af1625ee178aa1643cd0494_c00085,01f2b7643af1625ee178aa1643cd0494_f00240,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00085.jpg
01f2b7643af1625ee178aa1643cd0494_c00086,01f2b7643af1625ee178aa1643cd0494_f00250,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00086.jpg
01f2b7643af1625ee178aa1643cd0494_c00087,01f2b7643af1625ee178aa1643cd0494_f00260,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00087.jpg
01f2b7643af1625ee178aa1643cd0494_c00088,01f2b7643af1625ee178aa1643cd0494_f00270,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00088.jpg
01f2b7643af1625ee178aa1643cd0494_c00089,01f2b7643af1625ee178aa1643cd0494_f00280,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00089.jpg
01f2b7643af1625ee178aa1643cd0494_c00090,01f2b7643af1625ee178aa1643cd0494_f00290,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00090.jpg
01f2b7643af1625ee178aa1643cd0494_c00091,01f2b7643af1625ee178aa1643cd0494_f00300,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00091.jpg
01f2b7643af1625ee178aa1643cd0494_c00092,01f2b7643af1625ee178aa1643cd0494_f00310,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00092.jpg
01f2b7643af1625ee178aa1643cd0494_c00093,01f2b7643af1625ee178aa1643cd0494_f00320,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00093.jpg
01f2b7643af1625ee178aa1643cd0494_c00094,01f2b7643af1625ee178aa1643cd0494_f00330,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00094.jpg
01f2b7643af1625ee178aa1643cd0494_c00095,01f2b7643af1625ee178aa1643cd0494_f00350,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00095.jpg
01f2b7643af1625ee178aa1643cd0494_c00096,01f2b7643af1625ee178aa1643cd0494_f00360,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00096.jpg
01f2b7643af1625ee178aa1643cd0494_c00097,01f2b7643af1625ee178aa1643cd0494_f00370,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00097.jpg
01f2b7643af1625ee178aa1643cd0494_c00098,01f2b7643af1625ee178aa1643cd0494_f00380,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00098.jpg
01f2b7643af1625ee178aa1643cd0494_c00099,01f2b7643af1625ee178aa1643cd0494_f00390,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00099.jpg
01f2b7643af1625ee178aa1643cd0494_c00100,01f2b7643af1625ee178aa1643cd0494_f00400,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00100.jpg
01f2b7643af1625ee178aa1643cd0494_c00101,01f2b7643af1625ee178aa1643cd0494_f00410,01f2b7643af1625ee178aa1643cd0494,/Users/vaishak/Documents/BirdRe-Id/data/crops/01f2b7643af1625ee178aa1643cd0494/crop_00101.jpg
020091cc06c17c7b2f408fb4d30465d8_c00103,020091cc06c17c7b2f408fb4d30465d8_f00010,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00103.jpg
020091cc06c17c7b2f408fb4d30465d8_c00104,020091cc06c17c7b2f408fb4d30465d8_f00020,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00104.jpg
020091cc06c17c7b2f408fb4d30465d8_c00105,020091cc06c17c7b2f408fb4d30465d8_f00040,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00105.jpg
020091cc06c17c7b2f408fb4d30465d8_c00106,020091cc06c17c7b2f408fb4d30465d8_f00050,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00106.jpg
020091cc06c17c7b2f408fb4d30465d8_c00107,020091cc06c17c7b2f408fb4d30465d8_f00060,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00107.jpg
020091cc06c17c7b2f408fb4d30465d8_c00108,020091cc06c17c7b2f408fb4d30465d8_f00070,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00108.jpg
020091cc06c17c7b2f408fb4d30465d8_c00109,020091cc06c17c7b2f408fb4d30465d8_f00080,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00109.jpg
020091cc06c17c7b2f408fb4d30465d8_c00110,020091cc06c17c7b2f408fb4d30465d8_f00090,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00110.jpg
020091cc06c17c7b2f408fb4d30465d8_c00111,020091cc06c17c7b2f408fb4d30465d8_f00100,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00111.jpg
020091cc06c17c7b2f408fb4d30465d8_c00112,020091cc06c17c7b2f408fb4d30465d8_f00110,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00112.jpg
020091cc06c17c7b2f408fb4d30465d8_c00113,020091cc06c17c7b2f408fb4d30465d8_f00120,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00113.jpg
020091cc06c17c7b2f408fb4d30465d8_c00115,020091cc06c17c7b2f408fb4d30465d8_f00130,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00115.jpg
020091cc06c17c7b2f408fb4d30465d8_c00116,020091cc06c17c7b2f408fb4d30465d8_f00140,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00116.jpg
020091cc06c17c7b2f408fb4d30465d8_c00117,020091cc06c17c7b2f408fb4d30465d8_f00150,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00117.jpg
020091cc06c17c7b2f408fb4d30465d8_c00118,020091cc06c17c7b2f408fb4d30465d8_f00160,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00118.jpg
020091cc06c17c7b2f408fb4d30465d8_c00119,020091cc06c17c7b2f408fb4d30465d8_f00170,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00119.jpg
020091cc06c17c7b2f408fb4d30465d8_c00120,020091cc06c17c7b2f408fb4d30465d8_f00180,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00120.jpg
020091cc06c17c7b2f408fb4d30465d8_c00121,020091cc06c17c7b2f408fb4d30465d8_f00190,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00121.jpg
020091cc06c17c7b2f408fb4d30465d8_c00122,020091cc06c17c7b2f408fb4d30465d8_f00200,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00122.jpg
020091cc06c17c7b2f408fb4d30465d8_c00123,020091cc06c17c7b2f408fb4d30465d8_f00210,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00123.jpg
020091cc06c17c7b2f408fb4d30465d8_c00124,020091cc06c17c7b2f408fb4d30465d8_f00220,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00124.jpg
020091cc06c17c7b2f408fb4d30465d8_c00125,020091cc06c17c7b2f408fb4d30465d8_f00230,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00125.jpg
020091cc06c17c7b2f408fb4d30465d8_c00126,020091cc06c17c7b2f408fb4d30465d8_f00240,020091cc06c17c7b2f408fb4d30465d8,/Users/vaishak/Documents/BirdRe-Id/data/crops/020091cc06c17c7b2f408fb4d30465d8/crop_00126.jpg
